geografia_sk,address_id,line1,line2,city,postal_code,country_code,nombre_provincia
1611,2607,Calle 3782,Piso 12 Dto C,CABA,8989,AR,Buenos Aires
1612,2608,Calle 4438,,CABA,3081,AR,Buenos Aires
1613,2609,Calle 9528,,CABA,8441,AR,Buenos Aires
1614,2610,Calle 2170,Piso 5 Dto A,San Rafael,1958,AR,Mendoza
1615,2611,Calle 6777,Piso 5 Dto C,Rafaela,2664,AR,Santa Fe
1616,2612,Calle 8114,Piso 6 Dto B,Río Cuarto,2734,AR,Córdoba
1617,2613,Calle 6330,,Mendoza,9795,AR,Mendoza
1618,2614,Calle 7687,Piso 11 Dto A,Mar del Plata,9286,AR,Buenos Aires
1619,2615,Calle 9811,Piso 1 Dto C,La Plata,7312,AR,Buenos Aires
1620,2616,Calle 4174,,Santa Fe,5053,AR,Santa Fe
1621,2617,Calle 7396,,CABA,2633,AR,Buenos Aires
1622,2618,Calle 1954,,CABA,4861,AR,Buenos Aires
1623,2619,Calle 6815,,San Rafael,2211,AR,Mendoza
1624,2620,Calle 4774,,Santa Fe,3474,AR,Santa Fe
1625,2621,Calle 4126,,Mar del Plata,6215,AR,Buenos Aires
1626,2622,Calle 2876,Piso 3 Dto B,CABA,5170,AR,Buenos Aires
1627,2623,Calle 2979,Piso 3 Dto A,La Plata,5739,AR,Buenos Aires
1628,2624,Calle 2887,Piso 7 Dto C,La Plata,5270,AR,Buenos Aires
1629,2625,Calle 3200,,Rosario,9840,AR,Santa Fe
1630,2626,Calle 4824,,La Plata,5992,AR,Buenos Aires
1631,2627,Calle 8333,Piso 10 Dto C,Santa Fe,1192,AR,Santa Fe
1632,2628,Calle 170,Piso 6 Dto C,CABA,9314,AR,Buenos Aires
1633,2629,Calle 3105,Piso 11 Dto B,La Plata,5216,AR,Buenos Aires
1634,2630,Calle 3428,Piso 3 Dto C,Mar del Plata,7784,AR,Buenos Aires
1635,2631,Calle 8160,,La Plata,3621,AR,Buenos Aires
1636,2632,Calle 6855,Piso 2 Dto B,Córdoba,9892,AR,Córdoba
1637,2633,Calle 2193,Piso 1 Dto C,Mar del Plata,3583,AR,Buenos Aires
1638,2634,Calle 1169,,Córdoba,1688,AR,Córdoba
1639,2635,Calle 9529,Piso 7 Dto A,Villa Carlos Paz,5003,AR,Córdoba
1640,2636,Calle 6695,Piso 3 Dto C,Córdoba,3947,AR,Córdoba
1641,2637,Calle 5493,,CABA,6564,AR,Buenos Aires
1642,2638,Calle 1753,,Mar del Plata,1714,AR,Buenos Aires
1643,2639,Calle 2573,,Córdoba,3896,AR,Córdoba
1644,2640,Calle 1250,Piso 6 Dto C,CABA,9378,AR,Buenos Aires
1645,2641,Calle 2518,Piso 7 Dto C,Río Cuarto,9778,AR,Córdoba
1646,2642,Calle 139,,Godoy Cruz,9697,AR,Mendoza
1647,2643,Calle 959,Piso 7 Dto B,Mar del Plata,3188,AR,Buenos Aires
1648,2644,Calle 2911,Piso 10 Dto C,La Plata,8245,AR,Buenos Aires
1649,2645,Calle 8533,Piso 6 Dto C,La Plata,7581,AR,Buenos Aires
1650,2646,Calle 5093,Piso 12 Dto A,Godoy Cruz,3118,AR,Mendoza
1651,2647,Calle 1832,Piso 10 Dto A,CABA,3372,AR,Buenos Aires
1652,2648,Calle 281,,CABA,1745,AR,Buenos Aires
1653,2649,Calle 8715,Piso 4 Dto A,La Plata,8956,AR,Buenos Aires
1654,2650,Calle 1834,Piso 2 Dto B,San Rafael,3513,AR,Mendoza
1655,2651,Calle 4550,,Río Cuarto,3635,AR,Córdoba
1656,2652,Calle 9004,,Córdoba,8077,AR,Córdoba
1657,2653,Calle 2755,,Mar del Plata,1088,AR,Buenos Aires
1658,2654,Calle 2643,,San Rafael,9912,AR,Mendoza
1659,2655,Calle 64,,CABA,6351,AR,Buenos Aires
1660,2656,Calle 3850,,Mar del Plata,6820,AR,Buenos Aires
1661,2657,Calle 2801,,Villa Carlos Paz,1977,AR,Córdoba
1662,2658,Calle 7082,Piso 3 Dto B,Mar del Plata,4998,AR,Buenos Aires
1663,2659,Calle 3389,Piso 9 Dto C,Mar del Plata,4339,AR,Buenos Aires
1664,2660,Calle 1365,,Santa Fe,9885,AR,Santa Fe
1665,2661,Calle 1717,Piso 4 Dto B,La Plata,2780,AR,Buenos Aires
1666,2662,Calle 2541,,Mendoza,4295,AR,Mendoza
1667,2663,Calle 1625,,Córdoba,6723,AR,Córdoba
1668,2664,Calle 1038,Piso 9 Dto B,Mar del Plata,1324,AR,Buenos Aires
1669,2665,Calle 8078,,Godoy Cruz,7922,AR,Mendoza
1670,2666,Calle 103,,Rosario,5364,AR,Santa Fe
1671,2667,Calle 2088,Piso 8 Dto C,Rafaela,7713,AR,Santa Fe
1672,2668,Calle 1814,Piso 6 Dto C,Mar del Plata,9736,AR,Buenos Aires
1673,2669,Calle 5734,,La Plata,1272,AR,Buenos Aires
1674,2670,Calle 6040,Piso 12 Dto B,Villa Carlos Paz,3798,AR,Córdoba
1675,2671,Calle 2267,,Córdoba,6047,AR,Córdoba
1676,2672,Calle 5627,Piso 6 Dto A,Córdoba,8129,AR,Córdoba
1677,2673,Calle 4881,,Rafaela,8291,AR,Santa Fe
1678,2674,Calle 6751,Piso 7 Dto C,Córdoba,2031,AR,Córdoba
1679,2675,Calle 7937,,Villa Carlos Paz,8492,AR,Córdoba
1680,2676,Calle 4177,Piso 9 Dto B,Villa Carlos Paz,7645,AR,Córdoba
1681,2677,Calle 3171,Piso 10 Dto C,Mar del Plata,2843,AR,Buenos Aires
1682,2678,Calle 7510,Piso 9 Dto C,La Plata,4379,AR,Buenos Aires
1683,2679,Calle 8737,Piso 2 Dto B,Río Cuarto,9744,AR,Córdoba
1684,2680,Calle 162,Piso 10 Dto A,La Plata,1162,AR,Buenos Aires
1685,2681,Calle 515,,Mendoza,8515,AR,Mendoza
1686,2682,Calle 9059,,La Plata,9918,AR,Buenos Aires
1687,2683,Calle 5875,,La Plata,1008,AR,Buenos Aires
1688,2684,Calle 9103,,Rafaela,6404,AR,Santa Fe
1689,2685,Calle 9029,Piso 4 Dto C,Mar del Plata,5291,AR,Buenos Aires
1690,2686,Calle 3876,Piso 1 Dto A,Villa Carlos Paz,7071,AR,Córdoba
1691,2687,Calle 753,Piso 11 Dto B,CABA,7607,AR,Buenos Aires
1692,2688,Calle 5831,,Río Cuarto,6856,AR,Córdoba
1693,2689,Calle 4278,Piso 10 Dto A,Mar del Plata,9869,AR,Buenos Aires
1694,2690,Calle 849,,Mar del Plata,2938,AR,Buenos Aires
1695,2691,Calle 573,,La Plata,8007,AR,Buenos Aires
1696,2692,Calle 780,Piso 4 Dto B,Rosario,5964,AR,Santa Fe
1697,2693,Calle 709,Piso 7 Dto B,Mar del Plata,6618,AR,Buenos Aires
1698,2694,Calle 6132,,Villa Carlos Paz,7190,AR,Córdoba
1699,2695,Calle 1915,Piso 6 Dto B,Rosario,8826,AR,Santa Fe
1700,2696,Calle 2921,,La Plata,1129,AR,Buenos Aires
1701,2697,Calle 4832,Piso 8 Dto A,Mar del Plata,9174,AR,Buenos Aires
1702,2698,Calle 4974,Piso 9 Dto B,La Plata,7100,AR,Buenos Aires
1703,2699,Calle 2798,,Villa Carlos Paz,6120,AR,Córdoba
1704,2700,Calle 2248,Piso 5 Dto B,CABA,4574,AR,Buenos Aires
1705,2701,Calle 924,,Mar del Plata,7461,AR,Buenos Aires
1706,2702,Calle 1114,,Córdoba,3345,AR,Córdoba
1707,2703,Calle 4436,,La Plata,6677,AR,Buenos Aires
1708,2704,Calle 5264,,Mar del Plata,3964,AR,Buenos Aires
1709,2705,Calle 2293,,La Plata,7653,AR,Buenos Aires
1710,2706,Calle 8016,,Godoy Cruz,8350,AR,Mendoza
1711,2707,Calle 8669,Piso 11 Dto A,CABA,6054,AR,Buenos Aires
1712,2708,Calle 5035,,La Plata,6998,AR,Buenos Aires
1713,2709,Calle 4876,Piso 8 Dto C,CABA,2837,AR,Buenos Aires
1714,2710,Calle 4920,Piso 12 Dto C,Mar del Plata,4267,AR,Buenos Aires
1715,2711,Calle 3329,,Mar del Plata,9000,AR,Buenos Aires
1716,2712,Calle 3199,,CABA,7902,AR,Buenos Aires
1717,2713,Calle 3294,,Rosario,7997,AR,Santa Fe
1718,2714,Calle 8765,,Mar del Plata,6777,AR,Buenos Aires
1719,2715,Calle 3217,Piso 1 Dto B,La Plata,4013,AR,Buenos Aires
1720,2716,Calle 2975,Piso 2 Dto B,Villa Carlos Paz,7694,AR,Córdoba
1721,2717,Calle 5365,Piso 12 Dto A,Rosario,9386,AR,Santa Fe
1722,2718,Calle 1760,Piso 6 Dto B,Mar del Plata,4080,AR,Buenos Aires
1723,2719,Calle 8136,Piso 2 Dto C,La Plata,8253,AR,Buenos Aires
1724,2720,Calle 6513,Piso 10 Dto A,San Rafael,4677,AR,Mendoza
1725,2721,Calle 9629,Piso 10 Dto C,Rosario,7161,AR,Santa Fe
1726,2722,Calle 863,,La Plata,1605,AR,Buenos Aires
1727,2723,Calle 9079,,Mar del Plata,1277,AR,Buenos Aires
1728,2724,Calle 5577,,San Rafael,9852,AR,Mendoza
1729,2725,Calle 4711,Piso 3 Dto C,Villa Carlos Paz,7387,AR,Córdoba
1730,2726,Calle 8466,Piso 5 Dto C,Río Cuarto,7073,AR,Córdoba
1731,2727,Calle 8033,Piso 6 Dto C,La Plata,9518,AR,Buenos Aires
1732,2728,Calle 1822,,San Rafael,3350,AR,Mendoza
1733,2729,Calle 7582,,Mar del Plata,3255,AR,Buenos Aires
1734,2730,Calle 9969,Piso 8 Dto A,CABA,1235,AR,Buenos Aires
1735,2731,Calle 4903,,Rafaela,5356,AR,Santa Fe
1736,2732,Calle 8571,,CABA,2359,AR,Buenos Aires
1737,2733,Calle 487,Piso 4 Dto C,Río Cuarto,8117,AR,Córdoba
1738,2734,Calle 9472,Piso 4 Dto C,CABA,9827,AR,Buenos Aires
1739,2735,Calle 9445,,La Plata,2726,AR,Buenos Aires
1740,2736,Calle 6069,Piso 6 Dto A,CABA,7929,AR,Buenos Aires
1741,2737,Calle 1466,Piso 11 Dto C,La Plata,9267,AR,Buenos Aires
1742,2738,Calle 7614,Piso 12 Dto A,Rafaela,4197,AR,Santa Fe
1743,2739,Calle 1992,,Córdoba,2307,AR,Córdoba
1744,2740,Calle 2059,Piso 10 Dto B,Mar del Plata,3202,AR,Buenos Aires
1745,2741,Calle 6990,,CABA,9701,AR,Buenos Aires
1746,2742,Calle 8230,,Rosario,5643,AR,Santa Fe
1747,2743,Calle 4905,Piso 4 Dto C,CABA,4384,AR,Buenos Aires
1748,2744,Calle 8699,Piso 8 Dto A,La Plata,7587,AR,Buenos Aires
1749,2745,Calle 3556,Piso 12 Dto B,Mendoza,5019,AR,Mendoza
1750,2746,Calle 989,Piso 12 Dto A,Mar del Plata,9921,AR,Buenos Aires
1751,2747,Calle 1481,Piso 6 Dto C,Godoy Cruz,8378,AR,Mendoza
1752,2748,Calle 6322,Piso 7 Dto A,La Plata,4046,AR,Buenos Aires
1753,2749,Calle 1660,,CABA,7437,AR,Buenos Aires
1754,2750,Calle 3932,,Río Cuarto,8486,AR,Córdoba
1755,2751,Calle 9741,Piso 7 Dto C,Rafaela,7715,AR,Santa Fe
1756,2752,Calle 4834,,CABA,7188,AR,Buenos Aires
1757,2753,Calle 6754,,Mar del Plata,8566,AR,Buenos Aires
1758,2754,Calle 5485,Piso 9 Dto C,Córdoba,7710,AR,Córdoba
1759,2755,Calle 2039,,La Plata,3217,AR,Buenos Aires
1760,2756,Calle 4327,Piso 3 Dto B,Mendoza,4416,AR,Mendoza
1761,2757,Calle 1679,Piso 5 Dto C,Mar del Plata,5433,AR,Buenos Aires
1762,2758,Calle 3767,,Mar del Plata,1354,AR,Buenos Aires
1763,2759,Calle 6855,Piso 8 Dto B,Córdoba,1058,AR,Córdoba
1764,2760,Calle 4559,Piso 10 Dto C,Mar del Plata,5417,AR,Buenos Aires
1765,2761,Calle 1834,Piso 12 Dto A,Santa Fe,9808,AR,Santa Fe
1766,2762,Calle 2020,,La Plata,1348,AR,Buenos Aires
1767,2763,Calle 1964,Piso 2 Dto B,Rafaela,1575,AR,Santa Fe
1768,2764,Calle 9678,,CABA,9310,AR,Buenos Aires
1769,2765,Calle 7262,Piso 11 Dto C,La Plata,9388,AR,Buenos Aires
1770,2766,Calle 6631,Piso 5 Dto B,Córdoba,1228,AR,Córdoba
1771,2767,Calle 139,,Mar del Plata,6719,AR,Buenos Aires
1772,2768,Calle 6868,,Mar del Plata,7486,AR,Buenos Aires
1773,2769,Calle 648,,CABA,4811,AR,Buenos Aires
1774,2770,Calle 5835,,Río Cuarto,1119,AR,Córdoba
1775,2771,Calle 323,Piso 1 Dto C,Rosario,5458,AR,Santa Fe
1776,2772,Calle 4436,,Córdoba,1974,AR,Córdoba
1777,2773,Calle 1619,,Villa Carlos Paz,5539,AR,Córdoba
1778,2774,Calle 9624,Piso 12 Dto C,Mendoza,3474,AR,Mendoza
1779,2775,Calle 6667,,San Rafael,7114,AR,Mendoza
1780,2776,Calle 2362,,Godoy Cruz,5342,AR,Mendoza
1781,2777,Calle 1768,,CABA,1580,AR,Buenos Aires
1782,2778,Calle 7072,Piso 2 Dto C,Mar del Plata,4524,AR,Buenos Aires
1783,2779,Calle 8949,,CABA,1918,AR,Buenos Aires
1784,2780,Calle 9742,Piso 6 Dto A,Rosario,7784,AR,Santa Fe
1785,2781,Calle 3221,,La Plata,1163,AR,Buenos Aires
1786,2782,Calle 5129,,Mar del Plata,9108,AR,Buenos Aires
1787,2783,Calle 202,,Mar del Plata,8560,AR,Buenos Aires
1788,2784,Calle 7397,,CABA,2788,AR,Buenos Aires
1789,2785,Calle 9280,Piso 1 Dto C,La Plata,2238,AR,Buenos Aires
1790,2786,Calle 1966,Piso 1 Dto B,CABA,5576,AR,Buenos Aires
1791,2787,Calle 1818,,Santa Fe,8765,AR,Santa Fe
1792,2788,Calle 4013,,La Plata,4695,AR,Buenos Aires
1793,2789,Calle 3010,,CABA,7509,AR,Buenos Aires
1794,2790,Calle 3518,,CABA,3325,AR,Buenos Aires
1795,2791,Calle 7309,Piso 8 Dto A,Villa Carlos Paz,1370,AR,Córdoba
1796,2792,Calle 5786,,Villa Carlos Paz,3138,AR,Córdoba
1797,2793,Calle 7629,,Mar del Plata,3194,AR,Buenos Aires
1798,2794,Calle 5884,Piso 10 Dto C,San Rafael,2834,AR,Mendoza
1799,2795,Calle 1742,,CABA,6237,AR,Buenos Aires
1800,2796,Calle 2798,Piso 7 Dto C,Córdoba,5678,AR,Córdoba
1801,2797,Calle 7848,Piso 9 Dto B,Santa Fe,3079,AR,Santa Fe
1802,2798,Calle 159,Piso 9 Dto C,CABA,6111,AR,Buenos Aires
1803,2799,Calle 3781,,Mar del Plata,2794,AR,Buenos Aires
1804,2800,Calle 9294,Piso 3 Dto A,Mar del Plata,5927,AR,Buenos Aires
1805,2801,Calle 8669,,Mar del Plata,4233,AR,Buenos Aires
1806,2802,Calle 8853,Piso 5 Dto C,Godoy Cruz,5430,AR,Mendoza
1807,2803,Calle 8261,,Mendoza,9647,AR,Mendoza
1808,2804,Calle 3072,,La Plata,3755,AR,Buenos Aires
1809,2805,Calle 8056,,Mendoza,1238,AR,Mendoza
1810,2806,Calle 3411,,Mendoza,1337,AR,Mendoza
1811,2807,Calle 4075,Piso 5 Dto C,La Plata,8429,AR,Buenos Aires
1812,2808,Calle 80,,Río Cuarto,2987,AR,Córdoba
1813,2809,Calle 380,Piso 10 Dto A,CABA,3494,AR,Buenos Aires
1814,2810,Calle 3303,Piso 8 Dto C,La Plata,1732,AR,Buenos Aires
1815,2811,Calle 5519,,Mar del Plata,9972,AR,Buenos Aires
1816,2812,Calle 6366,,La Plata,1377,AR,Buenos Aires
1817,2813,Calle 4081,,CABA,5002,AR,Buenos Aires
1818,2814,Calle 8576,,CABA,7051,AR,Buenos Aires
1819,2815,Calle 9394,,CABA,4098,AR,Buenos Aires
1820,2816,Calle 198,,Rafaela,6307,AR,Santa Fe
1821,2817,Calle 492,Piso 8 Dto B,La Plata,5102,AR,Buenos Aires
1822,2818,Calle 4479,Piso 7 Dto B,Río Cuarto,3429,AR,Córdoba
1823,2819,Calle 2261,,Mar del Plata,3281,AR,Buenos Aires
1824,2820,Calle 8307,,San Rafael,9410,AR,Mendoza
1825,2821,Calle 19,,Villa Carlos Paz,1551,AR,Córdoba
1826,2822,Calle 8141,Piso 5 Dto C,CABA,3227,AR,Buenos Aires
1827,2823,Calle 3157,,La Plata,4641,AR,Buenos Aires
1828,2824,Calle 138,,Mendoza,2551,AR,Mendoza
1829,2825,Calle 5440,,San Rafael,7859,AR,Mendoza
1830,2826,Calle 5364,,Río Cuarto,5699,AR,Córdoba
1831,2827,Calle 997,,CABA,4589,AR,Buenos Aires
1832,2828,Calle 386,,La Plata,4969,AR,Buenos Aires
1833,2829,Calle 486,,CABA,4285,AR,Buenos Aires
1834,2830,Calle 7000,,Río Cuarto,3049,AR,Córdoba
1835,2831,Calle 8723,,Villa Carlos Paz,9155,AR,Córdoba
1836,2832,Calle 3677,Piso 12 Dto B,La Plata,7255,AR,Buenos Aires
1837,2833,Calle 2912,Piso 3 Dto B,Godoy Cruz,4584,AR,Mendoza
1838,2834,Calle 1755,Piso 10 Dto A,CABA,4876,AR,Buenos Aires
1839,2835,Calle 3359,Piso 12 Dto B,Mar del Plata,3439,AR,Buenos Aires
1840,2836,Calle 6912,Piso 2 Dto B,Mar del Plata,9761,AR,Buenos Aires
1841,2837,Calle 1664,,La Plata,8517,AR,Buenos Aires
1842,2838,Calle 8346,Piso 7 Dto B,CABA,6752,AR,Buenos Aires
1843,2839,Calle 4523,Piso 2 Dto C,Mendoza,7697,AR,Mendoza
1844,2840,Calle 4808,,La Plata,3615,AR,Buenos Aires
1845,2841,Calle 247,,Villa Carlos Paz,9360,AR,Córdoba
1846,2842,Calle 4938,,La Plata,6131,AR,Buenos Aires
1847,2843,Calle 879,Piso 5 Dto C,Santa Fe,7199,AR,Santa Fe
1848,2844,Calle 2471,Piso 2 Dto B,CABA,5141,AR,Buenos Aires
1849,2845,Calle 9419,Piso 3 Dto A,La Plata,5528,AR,Buenos Aires
1850,2846,Calle 2028,Piso 2 Dto C,Córdoba,4204,AR,Córdoba
1851,2847,Calle 2405,,Río Cuarto,8029,AR,Córdoba
1852,2848,Calle 9614,,La Plata,2061,AR,Buenos Aires
1853,2849,Calle 6878,Piso 9 Dto A,Mar del Plata,7638,AR,Buenos Aires
1854,2850,Calle 5691,,Rosario,3977,AR,Santa Fe
1855,2851,Calle 5096,Piso 4 Dto C,La Plata,2347,AR,Buenos Aires
1856,2852,Calle 1941,,CABA,6094,AR,Buenos Aires
1857,2853,Calle 8138,Piso 3 Dto A,CABA,1866,AR,Buenos Aires
1858,2854,Calle 3304,Piso 2 Dto C,CABA,1810,AR,Buenos Aires
1859,2855,Calle 532,Piso 1 Dto A,La Plata,8779,AR,Buenos Aires
1860,2856,Calle 8133,Piso 12 Dto A,Mar del Plata,7798,AR,Buenos Aires
1861,2857,Calle 6357,,Rosario,9312,AR,Santa Fe
1862,2858,Calle 4668,Piso 11 Dto B,Mar del Plata,6974,AR,Buenos Aires
1863,2859,Calle 3376,,Córdoba,6532,AR,Córdoba
1864,2860,Calle 371,Piso 8 Dto A,CABA,9562,AR,Buenos Aires
1865,2861,Calle 9810,,La Plata,8666,AR,Buenos Aires
1866,2862,Calle 6992,,Mendoza,8700,AR,Mendoza
1867,2863,Calle 9761,Piso 10 Dto C,CABA,5117,AR,Buenos Aires
1868,2864,Calle 8774,Piso 4 Dto B,CABA,4714,AR,Buenos Aires
1869,2865,Calle 9170,,La Plata,5698,AR,Buenos Aires
1870,2866,Calle 8996,Piso 6 Dto B,Mar del Plata,9200,AR,Buenos Aires
1871,2867,Calle 4209,,Mar del Plata,3211,AR,Buenos Aires
1872,2868,Calle 2659,,Rosario,7298,AR,Santa Fe
1873,2869,Calle 4253,Piso 7 Dto C,Villa Carlos Paz,1326,AR,Córdoba
1874,2870,Calle 5842,,Rafaela,5028,AR,Santa Fe
1875,2871,Calle 1466,,Córdoba,7661,AR,Córdoba
1876,2872,Calle 1192,,Santa Fe,4564,AR,Santa Fe
1877,2873,Calle 8564,Piso 5 Dto A,Mar del Plata,4471,AR,Buenos Aires
1878,2874,Calle 9469,Piso 3 Dto B,Córdoba,9247,AR,Córdoba
1879,2875,Calle 4939,Piso 2 Dto C,CABA,2222,AR,Buenos Aires
1880,2876,Calle 768,Piso 3 Dto A,CABA,2167,AR,Buenos Aires
1881,2877,Calle 9013,Piso 7 Dto C,La Plata,7623,AR,Buenos Aires
1882,2878,Calle 5407,,Mar del Plata,2531,AR,Buenos Aires
1883,2879,Calle 4525,Piso 8 Dto B,CABA,3547,AR,Buenos Aires
1884,2880,Calle 6955,Piso 2 Dto B,Mar del Plata,5043,AR,Buenos Aires
1885,2881,Calle 1822,,Mar del Plata,8357,AR,Buenos Aires
1886,2882,Calle 2196,Piso 4 Dto C,CABA,9155,AR,Buenos Aires
1887,2883,Calle 4254,,La Plata,8567,AR,Buenos Aires
1888,2884,Calle 310,Piso 3 Dto B,La Plata,8129,AR,Buenos Aires
1889,2885,Calle 7579,,Santa Fe,6867,AR,Santa Fe
1890,2886,Calle 7548,Piso 4 Dto A,CABA,3007,AR,Buenos Aires
1891,2887,Calle 7876,,La Plata,8883,AR,Buenos Aires
1892,2888,Calle 5211,,La Plata,4042,AR,Buenos Aires
1893,2889,Calle 4944,Piso 9 Dto B,CABA,3966,AR,Buenos Aires
1894,2890,Calle 2831,Piso 6 Dto B,Mar del Plata,9652,AR,Buenos Aires
1895,2891,Calle 3047,Piso 9 Dto C,Godoy Cruz,1748,AR,Mendoza
1896,2892,Calle 2230,Piso 1 Dto B,La Plata,4389,AR,Buenos Aires
1897,2893,Calle 3384,Piso 6 Dto A,CABA,8796,AR,Buenos Aires
1898,2894,Calle 9892,Piso 3 Dto A,Villa Carlos Paz,9256,AR,Córdoba
1899,2895,Calle 495,Piso 5 Dto C,Villa Carlos Paz,4829,AR,Córdoba
1900,2896,Calle 6071,,La Plata,6682,AR,Buenos Aires
1901,2897,Calle 2373,Piso 8 Dto A,Río Cuarto,2373,AR,Córdoba
1902,2898,Calle 7030,Piso 5 Dto A,Villa Carlos Paz,4143,AR,Córdoba
1903,2899,Calle 7761,Piso 9 Dto C,CABA,9188,AR,Buenos Aires
1904,2900,Calle 7149,,CABA,4952,AR,Buenos Aires
1905,2901,Calle 7813,,CABA,8461,AR,Buenos Aires
1906,2902,Calle 2885,,Mar del Plata,8899,AR,Buenos Aires
1907,2903,Calle 7616,Piso 6 Dto C,CABA,7978,AR,Buenos Aires
1908,2904,Calle 6930,Piso 3 Dto A,Mendoza,3582,AR,Mendoza
1909,2905,Calle 4395,,La Plata,1530,AR,Buenos Aires
1910,2906,Calle 6961,,CABA,3935,AR,Buenos Aires
1911,2907,Calle 6771,,CABA,2567,AR,Buenos Aires
1912,2908,Calle 4402,,La Plata,7919,AR,Buenos Aires
1913,2909,Calle 7383,,CABA,2317,AR,Buenos Aires
1914,2910,Calle 645,,Godoy Cruz,1539,AR,Mendoza
1915,2911,Calle 3027,,Córdoba,5158,AR,Córdoba
1916,2912,Calle 1854,Piso 8 Dto A,CABA,8267,AR,Buenos Aires
1917,2913,Calle 88,,San Rafael,7515,AR,Mendoza
1918,2914,Calle 5732,Piso 10 Dto C,CABA,2781,AR,Buenos Aires
1919,2915,Calle 2085,,Córdoba,9081,AR,Córdoba
1920,2916,Calle 2623,Piso 10 Dto A,CABA,4640,AR,Buenos Aires
1921,2917,Calle 9228,,Villa Carlos Paz,8052,AR,Córdoba
1922,2918,Calle 5426,,Mar del Plata,5976,AR,Buenos Aires
1923,2919,Calle 8016,Piso 5 Dto C,San Rafael,1383,AR,Mendoza
1924,2920,Calle 8948,,Río Cuarto,7859,AR,Córdoba
1925,2921,Calle 356,,Godoy Cruz,2692,AR,Mendoza
1926,2922,Calle 9749,,Mendoza,2273,AR,Mendoza
1927,2923,Calle 3903,Piso 10 Dto A,Santa Fe,5244,AR,Santa Fe
1928,2924,Calle 9582,,Córdoba,6709,AR,Córdoba
1929,2925,Calle 108,Piso 3 Dto A,CABA,2101,AR,Buenos Aires
1930,2926,Calle 5430,,La Plata,4706,AR,Buenos Aires
1931,2927,Calle 548,Piso 4 Dto B,Mar del Plata,4410,AR,Buenos Aires
1932,2928,Calle 3158,,Rosario,7457,AR,Santa Fe
1933,2929,Calle 119,Piso 9 Dto A,Córdoba,9820,AR,Córdoba
1934,2930,Calle 4428,,La Plata,8279,AR,Buenos Aires
1935,2931,Calle 5130,,Santa Fe,1924,AR,Santa Fe
1936,2932,Calle 6578,Piso 4 Dto A,La Plata,8533,AR,Buenos Aires
1937,2933,Calle 2623,Piso 2 Dto A,Villa Carlos Paz,3986,AR,Córdoba
1938,2934,Calle 3329,,Río Cuarto,3169,AR,Córdoba
1939,2935,Calle 3754,Piso 2 Dto B,CABA,4803,AR,Buenos Aires
1940,2936,Calle 4491,,La Plata,9334,AR,Buenos Aires
1941,2937,Calle 2325,Piso 12 Dto A,CABA,2973,AR,Buenos Aires
1942,2938,Calle 434,,Rosario,9733,AR,Santa Fe
1943,2939,Calle 4432,,CABA,2734,AR,Buenos Aires
1944,2940,Calle 5438,Piso 6 Dto A,CABA,2541,AR,Buenos Aires
1945,2941,Calle 1645,,CABA,5907,AR,Buenos Aires
1946,2942,Calle 8478,Piso 8 Dto B,Córdoba,3288,AR,Córdoba
1947,2943,Calle 6134,Piso 12 Dto C,CABA,3151,AR,Buenos Aires
1948,2944,Calle 8934,Piso 4 Dto C,San Rafael,6264,AR,Mendoza
1949,2945,Calle 2955,Piso 12 Dto A,Rafaela,9892,AR,Santa Fe
1950,2946,Calle 8073,,La Plata,4423,AR,Buenos Aires
1951,2947,Calle 9660,Piso 9 Dto B,Rafaela,2560,AR,Santa Fe
1952,2948,Calle 2719,Piso 6 Dto B,Rosario,8099,AR,Santa Fe
1953,2949,Calle 5465,Piso 11 Dto C,Mar del Plata,9639,AR,Buenos Aires
1954,2950,Calle 8872,Piso 3 Dto B,Mar del Plata,8828,AR,Buenos Aires
1955,2951,Calle 295,Piso 12 Dto C,CABA,7519,AR,Buenos Aires
1956,2952,Calle 2758,,Mar del Plata,6224,AR,Buenos Aires
1957,2953,Calle 6420,,Mar del Plata,3828,AR,Buenos Aires
1958,2954,Calle 1742,Piso 9 Dto A,Rosario,7647,AR,Santa Fe
1959,2955,Calle 7328,Piso 3 Dto C,Santa Fe,4091,AR,Santa Fe
1960,2956,Calle 209,,Rafaela,5025,AR,Santa Fe
1961,2957,Calle 9395,,Mar del Plata,1220,AR,Buenos Aires
1962,2958,Calle 7265,Piso 1 Dto A,Mar del Plata,7529,AR,Buenos Aires
1963,2959,Calle 863,Piso 10 Dto B,La Plata,4181,AR,Buenos Aires
1964,2960,Calle 645,,La Plata,2226,AR,Buenos Aires
1965,2961,Calle 9420,Piso 4 Dto A,Córdoba,4289,AR,Córdoba
1966,2962,Calle 2627,,Córdoba,2422,AR,Córdoba
1967,2963,Calle 767,,CABA,8559,AR,Buenos Aires
1968,2964,Calle 6554,,Villa Carlos Paz,7848,AR,Córdoba
1969,2965,Calle 2127,,La Plata,9613,AR,Buenos Aires
1970,2966,Calle 5335,,Mar del Plata,4274,AR,Buenos Aires
1971,2967,Calle 6974,,La Plata,2823,AR,Buenos Aires
1972,2968,Calle 6724,Piso 2 Dto A,Mendoza,5638,AR,Mendoza
1973,2969,Calle 2249,,Godoy Cruz,7374,AR,Mendoza
1974,2970,Calle 1906,Piso 12 Dto A,La Plata,3927,AR,Buenos Aires
